Id,SalePrice
1965,148500
1966,160000
1967,372402
1968,378500
1969,372402
1970,378500
1971,378500
1972,354000
1973,228500
1974,325624
1975,378500
1976,220000
1977,354000
1978,309000
1979,230500
1980,220000
1981,319900
1982,254000
1983,254000
1984,175500
1985,214000
1986,185500
1987,189950
1988,174000
1989,195000
1990,195000
1991,254000
1992,173000
1993,155000
1994,173000
1995,167975
1996,290000
1997,350000
1998,290000
1999,328000
2000,290000
2001,228000
2002,385000
2003,232000
2004,228500
2005,372402
2006,182000
2007,232000
2008,254000
2009,175500
2010,187000
2011,82000
2012,189950
2013,173000
2014,173000
2015,173000
2016,230000
2017,173000
2018,113000
2019,107000
2020,125000
2021,110000
2022,177333
2023,169000
2024,213000
2025,290000
2026,179540
2027,185000
2028,146000
2029,172500
2030,270000
2031,328900
2032,328900
2033,207000
2034,207000
2035,198200
2036,207000
2037,213000
2038,198500
2039,179540
2040,253000
2041,223000
2042,175500
2043,148500
2044,171000
2045,148500
2046,145000
2047,200000
2048,143250
2049,125000
2050,148500
2051,110000
2052,160000
2053,171000
2054,88000
2055,142500
2056,123000
2057,149000
2058,173000
2059,171000
2060,175000
2061,167900
2062,171000
2063,110000
2064,97000
2065,97000
2066,208450
2067,120000
2068,125000
2069,87000
2070,108480
2071,52000
2072,117000
2073,113000
2074,167900
2075,171000
2076,97000
2077,171000
2078,110000
2079,140000
2080,108480
2081,132000
2082,137500
2083,117000
2084,113000
2085,171000
2086,87000
2087,130000
2088,108000
2089,67000
2090,52000
2091,137500
2092,117000
2093,173000
2094,189950
2095,129500
2096,96500
2097,66500
2098,172000
2099,134800
2100,76500
2101,145000
2102,177500
2103,139000
2104,148500
2105,238000
2106,93000
2107,128000
2108,87000
2109,87000
2110,143250
2111,125500
2112,132000
2113,120000
2114,125500
2115,175000
2116,113000
2117,105000
2118,132000
2119,102000
2120,113000
2121,97000
2122,113000
2123,110000
2124,128000
2125,130000
2126,128000
2127,132000
2128,172500
2129,52000
2130,139000
2131,128000
2132,117000
2133,108480
2134,87000
2135,87000
2136,52000
2137,142500
2138,158000
2139,159950
2140,110000
2141,135000
2142,171000
2143,163500
2144,167500
2145,113000
2146,113000
2147,148500
2148,148500
2149,113000
2150,180200
2151,88000
2152,207500
2153,145000
2154,118500
2155,133000
2156,250000
2157,271000
2158,173000
2159,195000
2160,148800
2161,230500
2162,305900
2163,392500
2164,220000
2165,148500
2166,127000
2167,179000
2168,179000
2169,173000
2170,233000
2171,149000
2172,115000
2173,148500
2174,305000
2175,261500
2176,392500
2177,253000
2178,228500
2179,143250
2180,274300
2181,185500
2182,254000
2183,185500
2184,171000
2185,135000
2186,115000
2187,113000
2188,155250
2189,165500
2190,82000
2191,82000
2192,118500
2193,66500
2194,102000
2195,110000
2196,108000
2197,123000
2198,135000
2199,129500
2200,130000
2201,113000
2202,302000
2203,140000
2204,219500
2205,135000
2206,171000
2207,198200
2208,204750
2209,148500
2210,115000
2211,109000
2212,96500
2213,85000
2214,130000
2215,87000
2216,175000
2217,55993
2218,125500
2219,66500
2220,78000
2221,392500
2222,392500
2223,385000
2224,175000
2225,125000
2226,175000
2227,207000
2228,372402
2229,228500
2230,145000
2231,233000
2232,167975
2233,149600
2234,372402
2235,325000
2236,270000
2237,325624
2238,180200
2239,102000
2240,163500
2241,160000
2242,134000
2243,177500
2244,88000
2245,88000
2246,171000
2247,92000
2248,110000
2249,110000
2250,113000
2251,108000
2252,177333
2253,179000
2254,179000
2255,179000
2256,155000
2257,179000
2258,198900
2259,179000
2260,140000
2261,179540
2262,180000
2263,378500
2264,501837
2265,143000
2266,328900
2267,378500
2268,372500
2269,140000
2270,205000
2271,217000
2272,179000
2273,173000
2274,177333
2275,160000
2276,188000
2277,196500
2278,140000
2279,149000
2280,118500
2281,169990
2282,136500
2283,115000
2284,118000
2285,171000
2286,109000
2287,372402
2288,295493
2289,305900
2290,378500
2291,378500
2292,446261
2293,378500
2294,309000
2295,556581
2296,290000
2297,325624
2298,372402
2299,333168
2300,354000
2301,372402
2302,270000
2303,230500
2304,230500
2305,149600
2306,149600
2307,169990
2308,195400
2309,319900
2310,195400
2311,202500
2312,142500
2313,169990
2314,176000
2315,169990
2316,195000
2317,175000
2318,142500
2319,179540
2320,189950
2321,185500
2322,193879
2323,179540
2324,160000
2325,262500
2326,160000
2327,175500
2328,173000
2329,179000
2330,179000
2331,290000
2332,325624
2333,290000
2334,255000
2335,302000
2336,290000
2337,182000
2338,212900
2339,205000
2340,311872
2341,182000
2342,179600
2343,205000
2344,230000
2345,232000
2346,182000
2347,182000
2348,230000
2349,208300
2350,318000
2351,229456
2352,250000
2353,305000
2354,85000
2355,189950
2356,143250
2357,179600
2358,173000
2359,93000
2360,87000
2361,127000
2362,271900
2363,149000
2364,173000
2365,196000
2366,179540
2367,202665
2368,328900
2369,202500
2370,172500
2371,185000
2372,182000
2373,350000
2374,328000
2375,180000
2376,244000
2377,244000
2378,149000
2379,196500
2380,113000
2381,167900
2382,217000
2383,217000
2384,213000
2385,152000
2386,171000
2387,113000
2388,113000
2389,97000
2390,113000
2391,127500
2392,87000
2393,152000
2394,152000
2395,187000
2396,123000
2397,188000
2398,113000
2399,93000
2400,91500
2401,113000
2402,171000
2403,188000
2404,188000
2405,160000
2406,113000
2407,109000
2408,173000
2409,171000
2410,171000
2411,113000
2412,145000
2413,171000
2414,115000
2415,145000
2416,97000
2417,171000
2418,134800
2419,132000
2420,113000
2421,259500
2422,97000
2423,238000
2424,113000
2425,124900
2426,140000
2427,135000
2428,105000
2429,114500
2430,118500
2431,113000
2432,171000
2433,171000
2434,171000
2435,144000
2436,113000
2437,87000
2438,123000
2439,142500
2440,140000
2441,109000
2442,96500
2443,87000
2444,139000
2445,87000
2446,163000
2447,233000
2448,105000
2449,87000
2450,140000
2451,113000
2452,170000
2453,113000
2454,113000
2455,109000
2456,139000
2457,132000
2458,139400
2459,142500
2460,188000
2461,132000
2462,117000
2463,188000
2464,143900
2465,188000
2466,188000
2467,140000
2468,55000
2469,55000
2470,191000
2471,105000
2472,179000
2473,188000
2474,52000
2475,289000
2476,157000
2477,125000
2478,165500
2479,140000
2480,143250
2481,171000
2482,145500
2483,114500
2484,82500
2485,134800
2486,105000
2487,172000
2488,130000
2489,197500
2490,171000
2491,133000
2492,179000
2493,159500
2494,188000
2495,113000
2496,250000
2497,219500
2498,113000
2499,134800
2500,143250
2501,153000
2502,139000
2503,52000
2504,171000
2505,213000
2506,232000
2507,305900
2508,230500
2509,179600
2510,205000
2511,193879
2512,230000
2513,228000
2514,195000
2515,111250
2516,179000
2517,109000
2518,171000
2519,228500
2520,208500
2521,195000
2522,210000
2523,108000
2524,115000
2525,115000
2526,115000
2527,113000
2528,113000
2529,158000
2530,115000
2531,270000
2532,253000
2533,175500
2534,205000
2535,305000
2536,253000
2537,205000
2538,179540
2539,189950
2540,169990
2541,179540
2542,142500
2543,135000
2544,113000
2545,170000
2546,140000
2547,127000
2548,179000
2549,173900
2550,501837
2551,113000
2552,113000
2553,87500
2554,85000
2555,96500
2556,97000
2557,107000
2558,139000
2559,123000
2560,130000
2561,80500
2562,135000
2563,114504
2564,188000
2565,113000
2566,113000
2567,145000
2568,188000
2569,188000
2570,115000
2571,179000
2572,113000
2573,188000
2574,253000
2575,87000
2576,52000
2577,215000
2578,96500
2579,81000
2580,139000
2581,107000
2582,52000
2583,270000
2584,179000
2585,169990
2586,180000
2587,140000
2588,113000
2589,113000
2590,202500
2591,187000
2592,230500
2593,229456
2594,173000
2595,238000
2596,260000
2597,276000
2598,216500
2599,311872
2600,200000
2601,135000
2602,123000
2603,123000
2604,92000
2605,123000
2606,135000
2607,188000
2608,188000
2609,188000
2610,81000
2611,207500
2612,152000
2613,118500
2614,118500
2615,188000
2616,149000
2617,188000
2618,188000
2619,320000
2620,179000
2621,179000
2622,179000
2623,195000
2624,337000
2625,290000
2626,155000
2627,160000
2628,446261
2629,501837
2630,350000
2631,446261
2632,446261
2633,319900
2634,501837
2635,135000
2636,196500
2637,302000
2638,214900
2639,198200
2640,152000
2641,67000
2642,148000
2643,118000
2644,188000
2645,120000
2646,115000
2647,115000
2648,160000
2649,123000
2650,171000
2651,188000
2652,556581
2653,250000
2654,318000
2655,372402
2656,233230
2657,328000
2658,238000
2659,238000
2660,372500
2661,354000
2662,372402
2663,261500
2664,319900
2665,372402
2666,319900
2667,169990
2668,179540
2669,142500
2670,228500
2671,179540
2672,179540
2673,185500
2674,185500
2675,179540
2676,179540
2677,179000
2678,233000
2679,255000
2680,337000
2681,383970
2682,290000
2683,556581
2684,290000
2685,290000
2686,250000
2687,385000
2688,182000
2689,193879
2690,354000
2691,230000
2692,102000
2693,212900
2694,102000
2695,175500
2696,179540
2697,171000
2698,213000
2699,143250
2700,148000
2701,179000
2702,67000
2703,144000
2704,115000
2705,113000
2706,118500
2707,82500
2708,113000
2709,80000
2710,118500
2711,266500
2712,354000
2713,179540
2714,164700
2715,208300
2716,164700
2717,195000
2718,180000
2719,152000
2720,177333
2721,167500
2722,200000
2723,149000
2724,113000
2725,171000
2726,171000
2727,259500
2728,188000
2729,179900
2730,171000
2731,134500
2732,87000
2733,165500
2734,145000
2735,171000
2736,135000
2737,134500
2738,188000
2739,160000
2740,149000
2741,144000
2742,188000
2743,157000
2744,171000
2745,171000
2746,134500
2747,205000
2748,120500
2749,113000
2750,171000
2751,134500
2752,250000
2753,145000
2754,165500
2755,188000
2756,87000
2757,105000
2758,139400
2759,163000
2760,163000
2761,171000
2762,171000
2763,196500
2764,175000
2765,188000
2766,139000
2767,87500
2768,137500
2769,171000
2770,127000
2771,113000
2772,81000
2773,350000
2774,169500
2775,113000
2776,163000
2777,179000
2778,80500
2779,230000
2780,87000
2781,96500
2782,87000
2783,76500
2784,127000
2785,163000
2786,109000
2787,87000
2788,55000
2789,274300
2790,91500
2791,87000
2792,52000
2793,137500
2794,133000
2795,135000
2796,96500
2797,208450
2798,188000
2799,238000
2800,55000
2801,89000
2802,130000
2803,274300
2804,168000
2805,113000
2806,55000
2807,109000
2808,160000
2809,113000
2810,171000
2811,163000
2812,145500
2813,144000
2814,125000
2815,87000
2816,188000
2817,113000
2818,145500
2819,210000
2820,172000
2821,139400
2822,198200
2823,140000
2824,228950
2825,165500
2826,171000
2827,139000
2828,173000
2829,149600
2830,230500
2831,189950
2832,257000
2833,392500
2834,233000
2835,232000
2836,179600
2837,177333
2838,140000
2839,169990
2840,179000
2841,173000
2842,253000
2843,132000
2844,142953
2845,110000
2846,233000
2847,215000
2848,185500
2849,175500
2850,228500
2851,195000
2852,320000
2853,228500
2854,136500
2855,262500
2856,233000
2857,230000
2858,229456
2859,188000
2860,100000
2861,171000
2862,250000
2863,116500
2864,238000
2865,140000
2866,137500
2867,139400
2868,210000
2869,137500
2870,188000
2871,117000
2872,105000
2873,135000
2874,139000
2875,157000
2876,177500
2877,177500
2878,137500
2879,113000
2880,113000
2881,137500
2882,219500
2883,173000
2884,230000
2885,190000
2886,146500
2887,109000
2888,188000
2889,67000
2890,87000
2891,137500
2892,86000
2893,185000
2894,80500
2895,392500
2896,392500
2897,205000
2898,142953
2899,392500
2900,160000
2901,163000
2902,149600
2903,354000
2904,257000
2905,120000
2906,177333
2907,115000
2908,118500
2909,188000
2910,92000
2911,123000
2912,105000
2913,123000
2914,91500
2915,91500
2916,123000
2917,107000
2918,81000
2919,171000
2920,80000
2921,167900
2922,385000
2923,125500
2924,175000
2925,127000
2926,189950
2927,102000
2928,185850
2929,167975
2930,156000
2931,188000
2932,191000
2933,109000
2934,89000
2935,383970
2936,125500
2937,105000
2938,197000
2939,130000
2940,135000
2941,113000
2942,157900
2943,295493
2944,123000
2945,177333
2946,254000
2947,110000
2948,144000
2949,146000
2950,328900
2951,116500
2952,392500
2953,238000
2954,208450
2955,140000
2956,244000
2957,215000
2958,262500
2959,109000
2960,250000
2961,128000
2962,148500
2963,189950
2964,210000
2965,127500
2966,113000
2967,219500
2968,325624
2969,137500
2970,320000
2971,135000
2972,179000
2973,254000
2974,372402
2975,142500
2976,191000
2977,135000
2978,223000
2979,325624
2980,233000
2981,238000
2982,118500
2983,202500
2984,88000
2985,164700
2986,109000
2987,149600
2988,130000
2989,119000
2990,155250
2991,171000
2992,233000
2993,113000
2994,152000
2995,110000
2996,198900
2997,328000
2998,290000
2999,105000
3000,195000
3001,113000
3002,107000
3003,155000
3004,132000
3005,115000
3006,301000
3007,55993
3008,135500
3009,208450
3010,259500
3011,253000
3012,163000
3013,290000
3014,140000
3015,188000
3016,185500
3017,145000
3018,164700
3019,223000
3020,144000
